SEQN,Gender,Age,Race,Citizenship,Edu_y,Edu_a,Language,HouseholdSize,Child_5,Child_17,Old,Income,IncPov
83980,Female,10,Non-Hispanic White,US Citizen,Primary School,,English,5,0,3,0,"$ 100,000 +",3.52
83981,Male,15,Non-Hispanic Black,US Citizen,Middle School,,English,4,0,2,0,"$ 55,000 - 74,999",2.67
83982,Male,25,Non-Hispanic White,US Citizen,,College Grad and above,English,6,0,0,0,"$ 100,000 +",3.07
83983,Female,71,Other Hispanic,US Citizen,,College Grad and above,English,2,0,0,2,"$ 35,000 - 54,999",2.82
83984,Female,6,Mexican American,US Citizen,Never Attended/KG,,English,3,0,1,0,"$ 100,000 +",5
83985,Male,55,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,0,"$ 100,000 +",5
83986,Male,40,Non-Hispanic White,US Citizen,,College/AA degree,English,6,0,3,0,"$ 35,000 - 54,999",1.11
83987,Male,68,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,7,0,2,2,"$ 10,000 - 19,999",0.35
83988,Male,21,Mexican American,US Citizen,,High School,English,5,0,1,0,"$ 35,000 - 54,999",1.76
83989,Female,37,Non-Hispanic Black,US Citizen,,9th-11th,English,2,0,0,0,"$ 0 - 9,999",0.16
83990,Female,79,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,2,0,0,2,"$ 10,000 - 19,999",0.65
83991,Female,14,Other Race,US Citizen,Middle School,,English,3,0,2,0,"$ 20,000 - 34,999",1.44
83992,Male,68,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
83993,Female,41,Non-Hispanic Black,US Citizen,,High School,English,2,0,0,0,"$ 20,000 - 34,999",2.1
83994,Female,60,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
83995,Male,43,Non-Hispanic Black,US Citizen,,College/AA degree,English,2,0,0,0,"$ 100,000 +",5
83996,Female,60,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,1,Don't Know,
83997,Male,13,Non-Hispanic Black,US Citizen,Middle School,,English,6,0,4,0,"$ 55,000 - 74,999",1.87
83998,Female,31,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,0,"$ 35,000 - 54,999",3.57
83999,Male,71,Non-Hispanic Asian,Not a US Citizen,,Less than 9th Grade,English,2,0,0,2,"$ 10,000 - 19,999",0.75
84000,Male,2,Non-Hispanic Black,US Citizen,,,English,6,2,3,0,"$ 0 - 9,999",0.02
84001,Female,54,Other Hispanic,US Citizen,,College/AA degree,English,1,0,0,0,"$ 55,000 - 74,999",4.89
84002,Male,48,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 100,000 +",5
84003,Female,1,Mexican American,US Citizen,,,English,6,1,1,0,Don't Know,
84004,Female,14,Mexican American,US Citizen,Middle School,,English,4,0,2,0,"$ 55,000 - 74,999",2.68
84005,Male,26,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,0,"$ 35,000 - 54,999",1.85
84006,Female,45,Non-Hispanic Black,US Citizen,,9th-11th,English,3,0,0,0,"$ 10,000 - 19,999",0.87
84007,Female,27,Other Race,US Citizen,,High School,English,3,0,0,0,"$ 55,000 - 74,999",3.42
84008,Female,62,Non-Hispanic Asian,US Citizen,,High School,English,2,0,0,1,"$ 35,000 - 54,999",2.26
84009,Female,9,Non-Hispanic Black,US Citizen,Primary School,,English,4,0,2,0,"$ 100,000 +",4.22
84010,Female,68,Non-Hispanic White,US Citizen,,High School,English,2,0,0,2,"$ 35,000 - 54,999",3.26
84011,Male,32,Non-Hispanic White,US Citizen,,College/AA degree,English,5,1,2,0,"$ 35,000 - 54,999",1.43
84012,Male,24,Mexican American,US Citizen,,High School,English,5,2,1,0,"$ 55,000 - 74,999",2.39
84013,Male,14,Non-Hispanic White,US Citizen,Middle School,,English,7,1,3,0,"$ 55,000 - 74,999",1.42
84014,Male,53,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,1,0,"$ 100,000 +",5
84015,Male,73,Mexican American,US Citizen,,Less than 9th Grade,English,3,0,0,1,,
84016,Female,41,Mexican American,Not a US Citizen,,College Grad and above,English,3,1,0,0,"$ 100,000 +",5
84017,Female,7,Other Hispanic,US Citizen,Primary School,,English,4,0,2,0,,
84018,Male,27,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 75,000 - 99,999",5
84019,Male,54,Non-Hispanic Black,US Citizen,,High School,English,5,0,1,0,"$ 100,000 +",3.55
84020,Male,2,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 100,000 +",4.96
84021,Female,29,Other Race,US Citizen,,College/AA degree,English,6,3,1,0,"$ 35,000 - 54,999",1.47
84022,Female,60,Mexican American,US Citizen,,College/AA degree,English,3,0,0,1,"$ 55,000 - 74,999",2.88
84023,Female,19,Non-Hispanic White,US Citizen,High School,,English,3,0,0,0,,
84024,Male,4,Non-Hispanic White,US Citizen,,,English,5,2,1,0,"$ 100,000 +",4.12
84025,Female,18,Non-Hispanic White,US Citizen,High School,,English,7,2,2,0,"$ 35,000 - 54,999",1.23
84026,Male,44,Other Race,US Citizen,,College/AA degree,English,4,2,0,0,"$ 0 - 9,999",0.35
84027,Male,2,Non-Hispanic Asian,Not a US Citizen,,,English,7,2,1,0,"$ 0 - 9,999",5.40E-79
84028,Female,61,Non-Hispanic White,US Citizen,,College Grad and above,English,3,0,0,2,"$ 100,000 +",5
84029,Female,28,Mexican American,US Citizen,,High School,English,4,2,0,0,,
84030,Male,46,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,7,1,3,0,Don't Know,
84031,Female,2,Other Race,US Citizen,,,English,4,2,0,0,,
84032,Male,51,Mexican American,Not a US Citizen,,College/AA degree,Spanish,1,0,0,0,Don't Know,
84033,Female,41,Other Race,US Citizen,,College/AA degree,English,3,0,0,1,"$ 55,000 - 74,999",3.11
84034,Female,25,Non-Hispanic Black,US Citizen,,College/AA degree,English,5,2,1,0,"$ 35,000 - 54,999",1.55
84035,Male,10,Other Hispanic,US Citizen,Primary School,,English,4,0,3,0,"$ 0 - 9,999",0.12
84036,Male,36,Non-Hispanic White,Not a US Citizen,,College Grad and above,English,3,0,0,0,"$ 75,000 - 99,999",3.37
84037,Male,66,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,1,"$ 100,000 +",5
84038,Female,23,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 35,000 - 54,999",2.36
84039,Male,36,Non-Hispanic White,US Citizen,,9th-11th,English,4,0,1,0,"$ 35,000 - 54,999",1.48
84040,Male,62,Non-Hispanic Asian,US Citizen,,College Grad and above,English,4,0,0,1,"$ 55,000 - 74,999",2.58
84041,Female,71,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 100,000 +",5
84042,Male,75,Non-Hispanic White,US Citizen,,9th-11th,English,2,0,0,2,"$ 20,000 - 34,999",1.97
84043,Female,0,Mexican American,US Citizen,,,Spanish,5,3,0,0,"$ 10,000 - 19,999",0.65
84044,Female,58,Other Hispanic,US Citizen,,Less than 9th Grade,Spanish,5,1,0,0,"$ 35,000 - 54,999",1.76
84045,Female,10,Non-Hispanic White,US Citizen,Primary School,,English,7,3,3,0,"$ 55,000 - 74,999",1.22
84046,Female,45,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
84047,Female,72,Non-Hispanic Asian,US Citizen,,College Grad and above,English,5,0,2,1,"$ 100,000 +",5
84048,Male,0,Non-Hispanic Black,US Citizen,,,English,3,1,0,0,"$ 100,000 +",5
84049,Male,11,Mexican American,US Citizen,Primary School,,Spanish,3,0,2,0,,
84050,Female,79,Non-Hispanic White,US Citizen,,College Grad and above,English,3,0,0,2,"$ 20,000 - 34,999",
84051,Female,55,Mexican American,US Citizen,,College Grad and above,English,3,0,0,0,"$ 55,000 - 74,999",2.74
84052,Male,8,Non-Hispanic Black,US Citizen,Primary School,,English,5,0,2,0,"$ 100,000 +",5
84053,Female,1,Non-Hispanic Black,US Citizen,,,English,7,3,2,0,"$ 20,000 - 34,999",0.68
84054,Male,17,Mexican American,US Citizen,High School,,English,4,0,2,0,"$ 35,000 - 54,999",1.55
84055,Female,64,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,0,2,"$ 55,000 - 74,999",3.77
84056,Female,14,Non-Hispanic Asian,Not a US Citizen,Middle School,,English,5,0,1,0,"$ 55,000 - 74,999",2.97
84057,Male,3,Non-Hispanic Black,US Citizen,,,English,5,2,1,0,"$ 35,000 - 54,999",1.55
84058,Female,21,Non-Hispanic White,US Citizen,,College/AA degree,English,5,0,1,0,"$ 55,000 - 74,999",2.2
84059,Female,4,Non-Hispanic Black,US Citizen,,,English,7,3,2,0,"$ 10,000 - 19,999",0.39
84060,Female,0,Mexican American,US Citizen,,,English,5,1,0,0,"$ 20,000 - 34,999",0.77
84061,Female,50,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 55,000 - 74,999",3.64
84062,Female,45,Mexican American,US Citizen,,College/AA degree,Spanish,6,0,3,0,"$ 10,000 - 19,999",0.31
84063,Male,14,Non-Hispanic White,US Citizen,Middle School,,English,6,1,3,0,"$ 20,000 - 34,999",0.74
84064,Female,0,Other Hispanic,US Citizen,,,English,5,3,0,0,"$ 35,000 - 54,999",1.76
84065,Female,48,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 20,000 - 34,999",2.12
84066,Female,14,Non-Hispanic White,US Citizen,Middle School,,English,5,0,2,0,"$ 100,000 +",5
84067,Female,0,Non-Hispanic White,US Citizen,,,English,6,3,1,0,"$ 35,000 - 54,999",1.2
84068,Male,59,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,0,"$ 55,000 - 74,999",5
84069,Female,61,Non-Hispanic Black,US Citizen,,High School,English,7,2,1,1,Don't Know,
84070,Male,40,Non-Hispanic White,US Citizen,,College/AA degree,English,4,0,0,0,"$ 20,000 - 34,999",4.08
84071,Female,72,Non-Hispanic Asian,US Citizen,,College Grad and above,English,4,0,0,2,"$ 55,000 - 74,999",2.59
84072,Female,27,Other Hispanic,US Citizen,,College/AA degree,English,3,1,0,0,"$ 55,000 - 74,999",2.74
84073,Female,39,Other Hispanic,US Citizen,,High School,English,7,0,3,1,"$ 55,000 - 74,999",1.42
84074,Female,26,Other Hispanic,Not a US Citizen,,Less than 9th Grade,Spanish,7,1,2,0,"$ 20,000 - 34,999",
84075,Male,62,Non-Hispanic White,US Citizen,,High School,English,2,0,0,1,"$ 10,000 - 19,999",1.41
84076,Male,20,Mexican American,US Citizen,,High School,English,7,1,3,0,"$ 35,000 - 54,999",0.84
84077,Female,46,Other Hispanic,US Citizen,,High School,Spanish,3,0,0,1,"$ 75,000 - 99,999",4.78
84078,Female,9,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,2,0,"$ 10,000 - 19,999",0.65
84079,Female,10,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,1,0,"$ 35,000 - 54,999",2.23
84080,Male,2,Other Hispanic,US Citizen,,,English,6,2,1,1,"$ 10,000 - 19,999",0.31
84081,Female,0,Non-Hispanic Black,US Citizen,,,English,5,1,0,2,"$ 75,000 - 99,999",2.94
84082,Female,24,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,2,0,0,0,"$ 75,000 - 99,999",5.40E-79
84083,Male,5,Other Race,US Citizen,,,English,4,2,1,0,"$ 35,000 - 54,999",1.65
84084,Male,4,Non-Hispanic Black,US Citizen,,,English,3,2,0,0,"$ 0 - 9,999",0.4
84085,Female,7,Non-Hispanic Black,US Citizen,Never Attended/KG,,English,4,1,1,0,"$ 10,000 - 19,999",0.3
84086,Male,45,Non-Hispanic White,US Citizen,,High School,English,4,0,0,0,"$ 100,000 +",5
84087,Male,36,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,4,0,2,0,"$ 100,000 +",5
84088,Female,45,Non-Hispanic White,US Citizen,,College/AA degree,English,6,0,2,0,"$ 100,000 +",4.6
84089,Male,53,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 35,000 - 54,999",2.95
84090,Female,26,Non-Hispanic White,US Citizen,,College Grad and above,English,3,1,0,0,"$ 55,000 - 74,999",1.51
84091,Female,60,Non-Hispanic Black,US Citizen,,College/AA degree,English,3,0,0,1,"$ 100,000 +",5
84092,Female,58,Non-Hispanic Asian,US Citizen,,College/AA degree,English,4,0,0,1,"$ 20,000 - 34,999",1.24
84093,Female,16,Other Hispanic,US Citizen,High School,,English,4,0,1,0,"$ 75,000 - 99,999",3.3
84094,Female,73,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
84095,Female,61,Non-Hispanic Black,US Citizen,,College Grad and above,English,2,0,0,2,"$ 75,000 - 99,999",5
84096,Female,9,Non-Hispanic Black,US Citizen,Primary School,,English,6,2,2,0,"$ 20,000 - 34,999",0.92
84097,Female,7,Other Hispanic,US Citizen,Never Attended/KG,,English,3,0,2,0,"$ 75,000 - 99,999",3.72
84098,Male,26,Non-Hispanic Black,Not a US Citizen,,High School,English,7,0,0,0,"$ 35,000 - 54,999",0.95
84099,Male,74,Mexican American,US Citizen,,9th-11th,English,3,0,0,2,"$ 35,000 - 54,999",1.79
84100,Male,13,Other Hispanic,Not a US Citizen,Middle School,,Spanish,5,1,2,0,"$ 10,000 - 19,999",0.46
84101,Male,80,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 55,000 - 74,999",3.75
84102,Female,13,Non-Hispanic Black,US Citizen,Middle School,,English,4,0,3,0,"$ 20,000 - 34,999",1.09
84103,Male,33,Non-Hispanic White,US Citizen,,College/AA degree,English,1,0,0,0,"$ 0 - 9,999",0.72
84104,Female,1,Non-Hispanic Black,US Citizen,,,English,5,2,1,0,"$ 20,000 - 34,999",0.74
84105,Male,28,Non-Hispanic White,US Citizen,,College/AA degree,English,4,2,0,0,"$ 20,000 - 34,999",1.32
84106,Male,57,Non-Hispanic Asian,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
84107,Female,60,Mexican American,Dont know,,Less than 9th Grade,Spanish,3,0,0,2,"$ 20,000 - 34,999",
84108,Male,63,Non-Hispanic White,US Citizen,,College Grad and above,English,1,0,0,1,"$ 10,000 - 19,999",1.07
84109,Male,66,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 100,000 +",5
84110,Male,28,Mexican American,Not a US Citizen,,College/AA degree,Spanish,7,3,3,0,"$ 35,000 - 54,999",0.81
84111,Male,58,Other Hispanic,US Citizen,,College/AA degree,English,1,0,0,0,,
84112,Male,46,Non-Hispanic Asian,Not a US Citizen,,Less than 9th Grade,English,3,0,1,0,"$ 20,000 - 34,999",1.19
84113,Male,7,Mexican American,US Citizen,Primary School,,Spanish,5,1,2,0,"$ 35,000 - 54,999",1.23
84114,Male,59,Non-Hispanic White,US Citizen,,9th-11th,English,1,0,0,0,"$ 20,000 - 34,999",2.12
84115,Male,80,Non-Hispanic Asian,US Citizen,,High School,English,2,0,0,2,Don't Know,
84116,Female,1,Mexican American,US Citizen,,,English,3,1,0,0,"$ 100,000 +",5
84117,Male,11,Non-Hispanic Black,US Citizen,Primary School,,English,4,1,1,0,"$ 75,000 - 99,999",4.02
84118,Female,72,Other Hispanic,US Citizen,,College/AA degree,Spanish,4,0,0,1,Don't Know,
84119,Male,52,Non-Hispanic Asian,US Citizen,,9th-11th,English,5,1,1,1,,
84120,Male,67,Other Hispanic,US Citizen,,College/AA degree,Spanish,4,0,1,1,"$ 20,000 - 34,999",1.2
84121,Male,18,Mexican American,US Citizen,High School,,English,7,0,3,1,"$ 55,000 - 74,999",1.42
84122,Male,54,Other Hispanic,US Citizen,,9th-11th,English,2,0,0,0,"$ 20,000 - 34,999",2.12
84123,Male,8,Other Race,US Citizen,Primary School,,English,3,0,1,0,"$ 100,000 +",5
84124,Female,1,Non-Hispanic Black,US Citizen,,,English,7,2,4,0,"$ 0 - 9,999",0.07
84125,Female,72,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,2,"$ 55,000 - 74,999",3.87
84126,Male,38,Non-Hispanic White,US Citizen,,9th-11th,English,7,1,4,0,"$ 20,000 - 34,999",0.69
84127,Female,12,Mexican American,US Citizen,Primary School,,English,7,0,3,1,"$ 55,000 - 74,999",1.42
84128,Female,46,Mexican American,Not a US Citizen,,College/AA degree,Spanish,1,0,0,0,"$ 0 - 9,999",0.59
84129,Male,80,Non-Hispanic Asian,US Citizen,,Less than 9th Grade,English,2,0,0,2,"$ 10,000 - 19,999",0.81
84130,Female,26,Non-Hispanic White,US Citizen,,High School,English,2,0,0,0,"$ 55,000 - 74,999",4.49
84131,Male,4,Other Race,US Citizen,,,English,6,3,1,0,"$ 20,000 - 34,999",1.03
84132,Female,3,Mexican American,US Citizen,,,English,6,1,1,0,"$ 55,000 - 74,999",2.15
84133,Male,5,Mexican American,US Citizen,,,English,3,1,0,0,"$ 35,000 - 54,999",2.29
84134,Male,13,Non-Hispanic White,US Citizen,Middle School,,English,6,2,2,0,"$ 100,000 +",3.07
84135,Male,0,Non-Hispanic White,US Citizen,,,English,3,1,0,0,"$ 35,000 - 54,999",1.99
84136,Male,8,Non-Hispanic White,US Citizen,Primary School,,English,5,1,1,0,"$ 20,000 - 34,999",0.99
84137,Female,28,Non-Hispanic Asian,Not a US Citizen,,College Grad and above,English,2,0,0,0,"$ 35,000 - 54,999",2.1
84138,Female,1,Non-Hispanic White,US Citizen,,,English,4,2,0,0,"$ 75,000 - 99,999",3.09
84139,Female,78,Other Hispanic,US Citizen,,College/AA degree,Spanish,1,0,0,1,"$ 10,000 - 19,999",1.19
84140,Female,21,Non-Hispanic Black,US Citizen,,College/AA degree,English,1,0,0,0,"$ 0 - 9,999",0.29
84141,Female,10,Other Hispanic,US Citizen,Primary School,,English,5,0,3,0,"$ 55,000 - 74,999",2.59
84142,Male,24,Non-Hispanic White,US Citizen,,High School,English,5,0,0,0,"$ 100,000 +",5
84143,Female,35,Other Race,US Citizen,,Less than 9th Grade,English,6,0,0,0,"$ 55,000 - 74,999",0.32
84144,Male,8,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,1,0,"$ 35,000 - 54,999",1.98
84145,Female,2,Other Hispanic,US Citizen,,,English,3,1,0,0,"$ 100,000 +",4.98
84146,Male,4,Non-Hispanic White,US Citizen,,,English,5,3,0,0,"$ 20,000 - 34,999",0.88
84147,Male,78,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,7,2,1,2,"$ 20,000 - 34,999",0.56
84148,Female,1,Non-Hispanic White,US Citizen,,,English,7,3,1,0,"$ 100,000 +",3.33
84149,Male,9,Non-Hispanic White,US Citizen,Primary School,,English,4,0,2,0,"$ 55,000 - 74,999",2.47
84150,Male,3,Non-Hispanic Asian,Not a US Citizen,,,English,5,2,1,0,"$ 0 - 9,999",5.40E-79
84151,Female,53,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,0,"$ 100,000 +",5
84152,Female,46,Other Hispanic,Not a US Citizen,,Less than 9th Grade,Spanish,3,1,0,0,"$ 10,000 - 19,999",0.9
84153,Male,6,Mexican American,US Citizen,Primary School,,Spanish,7,2,2,0,"$ 35,000 - 54,999",1.06
84154,Male,10,Non-Hispanic Black,US Citizen,Primary School,,English,3,0,2,0,"$ 10,000 - 19,999",0.65
84155,Female,14,Mexican American,US Citizen,Middle School,,English,4,1,2,0,Don't Know,
84156,Female,29,Non-Hispanic Black,Not a US Citizen,,College/AA degree,English,5,1,0,2,"$ 10,000 - 19,999",0.35
84157,Male,45,Non-Hispanic White,US Citizen,,College/AA degree,English,2,0,0,0,"$ 10,000 - 19,999",
84158,Male,5,Non-Hispanic Black,US Citizen,,,English,4,1,1,0,"$ 55,000 - 74,999",2.89
84159,Male,4,Non-Hispanic Black,US Citizen,,,English,3,1,0,0,"$ 0 - 9,999",0.42
84160,Female,45,Non-Hispanic Black,US Citizen,,College Grad and above,English,3,0,0,0,"$ 100,000 +",5
84161,Female,1,Non-Hispanic Black,US Citizen,,,English,7,3,0,0,"$ 20,000 - 34,999",0.63
84162,Female,1,Mexican American,US Citizen,,,English,5,1,1,1,"$ 55,000 - 74,999",2.11
84163,Female,3,Mexican American,US Citizen,,,Spanish,7,2,1,0,"$ 35,000 - 54,999",0.02
84164,Female,7,Non-Hispanic Black,US Citizen,Primary School,,English,4,0,2,0,"$ 100,000 +",4.23
84165,Male,57,Mexican American,Not a US Citizen,,Less than 9th Grade,Spanish,7,0,2,0,"$ 55,000 - 74,999",1.96
84166,Female,67,Non-Hispanic White,US Citizen,,College Grad and above,English,2,0,0,2,"$ 75,000 - 99,999",4.99
84167,Male,46,Non-Hispanic Asian,US Citizen,,College/AA degree,English,5,0,2,0,"$ 75,000 - 99,999",3.16
84168,Male,61,Non-Hispanic Asian,Not a US Citizen,,Less than 9th Grade,English,3,1,0,2,"$ 20,000 - 34,999",1.09
84169,Male,43,Other Race,US Citizen,,College/AA degree,English,3,0,1,0,"$ 35,000 - 54,999",2.23
84170,Male,46,Mexican American,US Citizen,,College/AA degree,English,3,0,0,0,"$ 35,000 - 54,999",2.61
84171,Female,30,Non-Hispanic White,US Citizen,,College/AA degree,English,3,1,0,0,"$ 100,000 +",5
84172,Male,20,Non-Hispanic Black,US Citizen,,College/AA degree,English,3,0,0,0,"$ 20,000 - 34,999",5.40E-79
84173,Male,52,Mexican American,US Citizen,,High School,English,3,0,1,0,"$ 55,000 - 74,999",2.99
84174,Female,54,Other Hispanic,US Citizen,,College/AA degree,English,2,0,0,1,"$ 35,000 - 54,999",2.81
84175,Female,4,Mexican American,US Citizen,,,English,3,1,0,0,"$ 100,000 +",5
84176,Female,7,Non-Hispanic White,US Citizen,Primary School,,English,5,0,2,0,"$ 75,000 - 99,999",2.82
84177,Male,77,Mexican American,US Citizen,,Less than 9th Grade,Spanish,2,0,0,1,"$ 10,000 - 19,999",0.88
84178,Male,80,Non-Hispanic White,US Citizen,,9th-11th,English,6,1,2,2,"$ 75,000 - 99,999",2.39
84179,Female,7,Other Race,US Citizen,Primary School,,English,4,1,1,0,"$ 100,000 +",5
84180,Male,33,Other Hispanic,US Citizen,,Less than 9th Grade,Spanish,3,0,0,1,"$ 0 - 9,999",0.2
84181,Male,35,Non-Hispanic Black,US Citizen,,High School,English,7,0,4,0,"$ 0 - 9,999",0.04
84182,Female,41,Non-Hispanic Asian,US Citizen,,9th-11th,English,4,0,1,0,"$ 55,000 - 74,999",2.67
84183,Female,80,Other Hispanic,US Citizen,,Less than 9th Grade,English,6,0,0,3,"$ 35,000 - 54,999",1.23
84184,Male,58,Other Race,US Citizen,,College/AA degree,English,1,0,0,0,Don't Know,
84185,Male,37,Non-Hispanic Black,US Citizen,,High School,English,4,0,2,0,"$ 35,000 - 54,999",1.44
84186,Male,45,Mexican American,Not a US Citizen,,College/AA degree,English,3,0,1,0,"$ 100,000 +",4.98
84187,Female,25,Non-Hispanic White,US Citizen,,High School,English,7,3,1,0,"$ 100,000 +",3.33
84188,Female,61,Other Hispanic,Not a US Citizen,,Less than 9th Grade,Spanish,4,0,0,1,"$ 0 - 9,999",0.39
84189,Female,62,Non-Hispanic Black,US Citizen,,Less than 9th Grade,English,3,1,0,2,"$ 55,000 - 74,999",3.47
84190,Male,6,Mexican American,US Citizen,Never Attended/KG,,English,7,0,3,0,"$ 20,000 - 34,999",0.61
84191,Female,12,Non-Hispanic Black,US Citizen,Middle School,,English,4,0,2,0,"$ 35,000 - 54,999",1.77
84192,Female,27,Other Hispanic,US Citizen,,College/AA degree,English,5,1,1,1,"$ 35,000 - 54,999",1.58
84193,Female,0,Other Hispanic,US Citizen,,,English,3,1,0,0,"$ 100,000 +",4.98
84194,Female,58,Non-Hispanic White,US Citizen,,High School,English,2,0,0,0,"$ 75,000 - 99,999",4.99
